Time,Record Number,Temperature (F),Pressure (mbar),Humidity (%),Wind Direction (Degrees),Wind Direction (String),Wind Speed (MPH),Wind Gust (MPH),Precipitation (Inches),Shortwave Radiation (W m^(-2)),Avg. RF Watts (W),Avg. RF Watts Frequency (MHz),Peak RF Watts (W),Frequency of RF Watts Peak (MHz),Peak RF Watts Frequency (MHz),Watts of RF Watts Frequency Peak (W),Avg. RF Density (W m^(-2)),Avg. RF Density Frequency (MHz),Peak RF Density (W m^(-2)),Frequency of RF Density Peak (MHz),Peak RF Density Frequency (MHz),Density of RF Density Frequency Peak (W m^(-2)),Avg. Total Density (W m^(-2)),Max Total Density (W m^(-2)),Avg. EF (V/m),Max EF (V/m),Avg. EMF (mG),Max EMF (mG),BeeMonitorID,UpwardMotion,DownwardMotion,LateralMotion,TotalMotion,Shortwave Radiation USU (MJ/m^2)
2020-05-16 19:30:00,12,59.9,1013.4,30.3,344.9,NNW,0.7,3.0,0.0,15.0,6.811286e-10,741.8,2.5e-08,1880.0,1880.0,2.5e-08,5.85714285714e-05,793.3,0.0025,1880.0,1880.0,0.0025,0.001012857142857,0.0029,718.6,883.6,0.7,0.9,4.5,68.0,93.0,76.0,237.0,0.039
2020-05-16 19:45:00,13,59.2,1013.3,31.1,359.6,NNW,1.4,3.6,0.0,15.0,5.552429e-10,792.4,5e-09,1878.0,1887.0,1e-09,2.28571428571e-05,757.2,0.0005,1884.0,1888.0,0.0001,0.00107,0.00295,703.6,882.4,0.6,0.8,4.5,127.0,111.0,97.0,335.0,0.039
2020-05-16 20:00:00,14,58.5,1013.2,32.5,358.9,NNW,1.0,2.2,0.0,10.0,5.739143e-10,759.0,6e-09,1884.0,1884.0,6e-09,5.85714285714e-05,776.5,0.0016,1880.0,1884.0,0.0002,0.001038571428571,0.003,741.1,901.6,0.5,0.7,4.5,142.0,136.0,35.0,313.0,0.0
2020-05-16 20:15:00,15,57.4,1013.1,33.2,358.5,NNW,0.5,2.1,0.0,15.0,4.509429e-10,740.0,5e-09,1864.0,1873.0,3e-09,2.85714285714e-05,739.6,0.0005,1864.0,1864.0,0.0005,0.001055714285714,0.003,732.0,889.6,0.5,0.7,4.5,168.0,135.0,337.0,640.0,0.0
2020-05-16 20:30:00,16,55.8,1013.0,35.2,344.2,NNW,0.2,1.2,0.0,0.0,5.905429e-10,794.6,5e-09,1880.0,1886.0,1e-09,3.85714285714e-05,794.9,0.0005,1880.0,1881.0,0.0,0.001131428571429,0.0031,739.3,929.2,0.4,0.6,4.5,224.0,236.0,119.0,579.0,0.0
2020-05-16 20:45:00,17,54.1,1012.9,38.2,351.8,NNW,0.0,0.0,0.0,0.0,7.266857e-10,811.6,6e-09,1863.0,1883.0,3e-09,6e-05,811.9,0.0008,1863.0,1883.0,0.0003,0.000995714285714,0.0049,732.9,912.4,0.3,0.6,4.5,75.0,71.0,38.0,184.0,0.0
2020-05-16 21:00:00,18,53.2,1013.0,40.6,333.4,NNW,0.0,0.0,0.0,0.0,3.011571e-10,705.2,4e-09,1840.0,1880.0,2e-09,2.28571428571e-05,739.5,0.0005,1839.0,1880.0,0.0002,0.001098571428571,0.0029,713.5,929.2,0.2,0.4,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 21:15:00,19,52.2,1013.1,42.9,315.0,NW,0.0,0.0,0.0,0.0,6.647286e-10,759.1,2e-08,1880.0,1886.0,1e-09,2.57142857143e-05,763.0,0.0005,1880.0,1886.0,0.0001,0.001061428571429,0.003,699.8,922.0,0.1,0.3,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 21:30:00,20,51.3,1013.1,44.7,315.0,NW,0.0,0.0,0.0,0.0,5.158e-10,775.3,8e-09,1864.0,1876.0,3e-09,1.71428571429e-05,705.8,0.0005,1874.0,1876.0,0.0003,0.00101,0.0031,731.0,911.2,0.1,0.3,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 21:45:00,21,50.9,1013.0,46.7,315.0,NW,0.0,0.0,0.0,15.0,1.1673286e-09,740.6,5e-08,1879.0,1879.0,5.5e-09,0.000104285714286,775.0,0.005,1879.0,1879.0,0.00045,0.001,0.0032,743.9,918.4,0.1,0.2,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 22:00:00,22,50.0,1013.0,48.0,314.7,NW,0.0,0.0,0.0,5.0,4.586857e-10,688.2,8e-09,1868.0,1868.0,8e-09,5e-05,758.7,0.0008,1868.0,1882.0,0.0006,0.000764285714286,0.0025,724.4,918.4,0.0,0.2,4.5,0.0,0.0,0.0,0.0,
2020-05-16 22:15:00,23,49.3,1013.2,50.3,315.0,NW,0.0,0.0,0.0,0.0,5.010714e-10,719.3,6e-09,1856.0,1884.0,5e-09,6.71428571429e-05,772.3,0.0016,1880.0,1884.0,0.0005,0.000792857142857,0.0032,712.9,900.4,0.0,0.1,4.5,0.0,0.0,0.0,0.0,
2020-05-16 22:30:00,24,48.7,1013.3,51.6,315.0,NW,0.0,0.0,0.0,0.0,6.723143e-10,790.8,8e-09,1864.0,1885.0,4e-09,3.71428571429e-05,772.6,0.0006,1874.0,1885.0,0.0004,0.00077,0.0031,746.4,900.4,0.0,0.2,4.5,0.0,0.0,0.0,0.0,
2020-05-16 22:45:00,25,48.4,1013.2,52.2,315.0,NW,0.0,0.0,0.0,0.0,6.397286e-10,793.9,6e-09,1863.0,1884.0,3e-09,5.28571428571e-05,809.7,0.0006,1863.0,1880.0,0.0002,0.000822857142857,0.0031,732.1,900.4,0.0,0.1,4.5,0.0,0.0,0.0,0.0,
2020-05-16 23:00:00,26,48.2,1013.1,52.8,315.0,NW,0.0,0.0,0.0,0.0,5.861857e-10,774.1,8e-09,1856.0,1867.0,6e-09,2.42857142857e-05,757.2,0.0006,1867.0,1878.0,0.0002,0.000752857142857,0.0031,716.6,937.6,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 23:15:00,27,47.7,1013.1,53.2,315.0,NW,0.0,0.0,0.0,0.0,1.2307714e-09,812.1,3.2e-08,1880.0,1886.0,1e-09,3e-05,758.2,0.0006,1856.0,1886.0,0.0001,0.000867142857143,0.0032,746.7,918.4,0.0,0.1,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 23:30:00,28,47.5,1012.9,54.5,314.7,NW,0.0,0.0,0.0,5.0,3.888e-10,706.0,5e-09,1854.0,1865.0,4e-09,2.71428571429e-05,723.5,0.0006,1866.0,1866.0,0.0006,0.00078,0.0032,745.8,940.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-16 23:45:00,29,47.3,1012.6,54.2,315.0,NW,0.0,0.1,0.0,0.0,8.688714e-10,827.5,8e-09,1858.0,1882.0,2e-09,3.85714285714e-05,741.6,0.0008,1858.0,1882.0,0.0002,0.000918571428571,0.003,748.3,946.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
2020-05-17 00:00:00,30,46.9,1012.5,55.0,315.0,NW,0.0,0.0,0.0,0.0,5.801714e-10,758.9,8e-09,1861.0,1880.0,3e-09,5.14285714286e-05,741.2,0.0016,1880.0,1880.0,0.0016,0.000595714285714,0.0018,736.1,902.8,0.0,0.0,,,,,,0.0
2020-05-17 00:15:00,31,46.4,1012.3,56.6,314.7,NW,0.0,0.0,0.0,0.0,5.382286e-10,724.5,8e-09,1851.0,1882.0,6e-09,7.71428571429e-05,742.3,0.0032,1880.0,1882.0,0.0006,0.00089,0.0032,776.5,978.4,0.0,0.0,,,,,,0.0
2020-05-17 00:30:00,32,46.2,1012.4,58.6,302.9,WNW,0.0,0.7,0.0,0.0,9.094571e-10,811.7,1e-08,1877.0,1884.0,6e-09,0.000141428571429,795.0,0.0063,1880.0,1884.0,0.0006,0.000848571428571,0.003,765.0,960.4,0.0,0.0,,,,,,0.0
2020-05-17 00:45:00,33,49.6,1012.0,47.1,356.7,NNW,1.6,5.4,0.0,0.0,6.840143e-10,741.6,8e-09,1856.0,1872.0,4e-09,4.42857142857e-05,723.3,0.0008,1861.0,1872.0,0.0004,0.000864285714286,0.0032,774.0,959.2,0.0,0.0,,,,,,0.0
2020-05-17 01:00:00,34,50.0,1011.9,47.0,2.0,N,1.4,4.2,0.0,0.0,6.611e-10,790.3,5e-09,1877.0,1877.0,5e-09,1.57142857143e-05,686.2,0.0005,1848.0,1876.0,0.0003,0.000851428571429,0.0032,746.7,929.2,0.0,0.0,,,,,,0.0
2020-05-17 01:15:00,35,48.9,1012.0,53.3,321.5,NW,0.1,1.2,0.0,0.0,9.49e-10,775.8,3.2e-08,1880.0,1880.0,5e-09,2.57142857143e-05,740.7,0.0005,1869.0,1874.0,0.0002,0.000845714285714,0.0031,741.2,911.2,0.0,0.0,,,,,,0.0
2020-05-17 01:30:00,36,48.2,1011.9,50.2,317.9,NW,0.6,3.3,0.0,0.0,5.082714e-10,759.5,6e-09,1873.0,1886.0,5e-09,3.85714285714e-05,776.5,0.0006,1873.0,1877.0,0.0003,0.000717142857143,0.0032,744.0,920.8,0.0,0.0,,,,,,0.0
2020-05-17 01:45:00,37,48.7,1011.7,57.0,5.0,N,2.3,5.2,0.0,0.0,7.388143e-10,755.0,1.3e-08,1880.0,1880.0,1.3e-08,7.14285714286e-05,772.7,0.0013,1880.0,1880.0,0.0013,0.000881428571429,0.0032,751.5,934.0,0.0,0.0,,,,,,0.0
2020-05-17 02:00:00,38,49.6,1011.5,50.0,355.8,NNW,2.6,6.6,0.0,0.0,1.2947286e-09,793.6,3.2e-08,1880.0,1884.0,4e-09,0.00012,814.6,0.0032,1880.0,1880.0,0.00085,0.000774285714286,0.003,726.9,937.6,0.0,0.0,,,,,,0.0
2020-05-17 02:15:00,39,49.8,1011.4,48.1,0.9,N,2.6,5.2,0.0,0.0,4.691286e-10,741.3,5e-09,1871.0,1878.0,4e-09,1.57142857143e-05,706.0,0.0004,1878.0,1878.0,0.0004,0.000851428571429,0.0032,740.8,919.6,0.0,0.0,,,,,,0.0
2020-05-17 02:30:00,40,48.9,1011.6,51.5,315.9,NW,0.6,3.6,0.0,0.0,5.963e-10,758.4,8e-09,1869.0,1881.0,1e-09,1.28571428571e-05,689.5,0.0006,1857.0,1881.0,0.0001,0.000731428571429,0.0031,765.0,920.8,0.0,0.0,,,,,,0.0
2020-05-17 02:45:00,41,47.5,1011.4,56.1,291.1,WNW,0.2,1.0,0.0,0.0,5.755143e-10,772.3,5e-09,1857.0,1882.0,4e-09,4.71428571429e-05,788.8,0.0006,1838.0,1882.0,0.0004,0.000725714285714,0.003,753.6,920.8,0.0,0.0,,,,,,0.0
2020-05-17 03:00:00,42,48.4,1011.0,46.7,348.1,NNW,1.5,5.8,0.0,0.0,6.873143e-10,774.4,8e-09,1869.0,1869.0,8e-09,3.14285714286e-05,739.6,0.0005,1859.0,1859.0,0.0005,0.000864285714286,0.0029,751.0,890.8,0.0,0.0,,,,,,0.0
2020-05-17 03:15:00,43,50.2,1010.9,43.7,2.9,N,2.7,6.7,0.0,0.0,2.443857e-10,670.5,3e-09,1841.0,1843.0,5.01e-10,2e-05,739.5,0.0005,1833.0,1875.0,0.0,0.000788571428571,0.0028,760.2,940.0,0.0,0.0,,,,,,0.0
2020-05-17 03:30:00,44,48.6,1011.2,54.3,213.5,SSW,0.7,1.8,0.0,0.0,3.639286e-10,705.3,5e-09,1884.0,1884.0,5e-09,3.3571428571450004e-05,688.0,0.0025,1880.0,1880.0,0.0025,0.000705714285714,0.0028,778.0,941.2,0.0,0.0,,,,,,0.0
2020-05-17 03:45:00,45,46.9,1010.9,58.3,257.7,WSW,0.3,2.2,0.0,0.0,7.086571e-10,755.4,8e-09,1871.0,1873.0,8e-09,4.71428571429e-05,754.7,0.0008,1873.0,1873.0,0.0008,0.000827142857143,0.0028,759.2,937.6,0.0,0.0,,,,,,0.0
2020-05-17 04:00:00,46,47.5,1010.9,54.1,335.4,NNW,1.1,3.1,0.0,0.0,5.744143e-10,792.7,5e-09,1856.0,1884.0,7.94e-10,4.71428571429e-05,809.5,0.0005,1856.0,1884.0,0.0001,0.000665714285714,0.0028,780.6,978.4,0.0,0.0,,,,,,0.0
2020-05-17 04:15:00,47,47.1,1010.8,57.8,341.8,NNW,1.1,2.8,0.0,0.0,6.348429e-10,776.4,8e-09,1847.0,1880.0,3e-09,5.71428571429e-05,812.4,0.0008,1847.0,1880.0,0.0003,0.000761428571429,0.0027,787.3,959.2,0.0,0.0,,,,,,0.0
2020-05-17 04:30:00,48,46.6,1010.7,58.8,355.4,NNW,1.0,3.3,0.0,0.0,1.2638857e-09,776.5,3.2e-08,1880.0,1881.0,1e-09,0.00012,811.0,0.0032,1880.0,1881.0,0.0001,0.00071,0.0027,786.7,956.8,0.0,0.0,,,,,,0.0
2020-05-17 04:45:00,49,45.5,1010.6,60.1,306.5,NW,0.0,0.7,0.0,0.0,3.358571e-10,743.2,5e-09,1856.0,1880.0,2e-09,1.85714285714e-05,742.2,0.0005,1856.0,1880.0,0.0002,0.000774285714286,0.0026,754.6,929.2,0.0,0.0,,,,,,0.0
2020-05-17 05:00:00,50,44.4,1010.7,62.8,270.0,W,0.0,0.7,0.0,0.0,6.504e-10,758.0,6e-09,1854.0,1871.0,4e-09,2.71428571429e-05,720.9,0.0006,1848.0,1881.0,0.0003,0.000741428571429,0.0027,752.3,940.0,0.0,0.0,,,,,,0.069
2020-05-17 05:15:00,51,43.5,1010.8,65.9,270.0,W,0.0,0.0,0.0,0.0,5.185e-10,741.5,8e-09,1859.0,1879.0,4e-09,3.71428571429e-05,758.4,0.0008,1859.0,1882.0,0.0003,0.000832857142857,0.00275,733.9,929.2,0.0,0.0,,,,,,0.069
2020-05-17 05:30:00,52,43.0,1010.4,68.3,314.3,NW,0.3,1.8,0.0,10.0,5.137e-10,743.3,8e-09,1877.0,1886.0,2e-09,8.5714285714e-06,707.8,0.0003,1834.0,1885.0,0.0,0.000667142857143,0.0028,742.2,920.8,0.0,0.0,,,,,,0.069
2020-05-17 05:45:00,53,43.0,1010.2,69.8,207.1,SSW,0.3,1.9,0.0,0.0,3.614571e-10,758.2,4e-09,1830.0,1876.0,3.98e-10,2.14285714286e-05,775.5,0.0004,1830.0,1876.0,0.0,0.000782857142857,0.0028,756.4,908.8,0.0,0.0,,,,,,0.069
2020-05-17 06:00:00,54,42.8,1010.3,70.4,252.1,WSW,0.3,1.3,0.0,0.0,3.162286e-10,688.1,5e-09,1847.0,1847.0,5e-09,2e-05,723.5,0.0005,1877.0,1877.0,0.0005,0.000681428571429,0.0026,746.3,918.4,0.0,0.0,,,,,,0.323
2020-05-17 06:15:00,55,42.3,1010.4,72.7,299.1,WNW,0.0,0.7,0.0,0.0,1.4340571e-09,756.9,3.2e-08,1880.0,1880.0,3e-09,0.00013,756.9,0.0032,1880.0,1880.0,0.0003,0.000751428571429,0.0025,744.1,910.0,0.0,0.0,,,,,,0.323
2020-05-17 06:30:00,56,42.4,1010.4,71.6,347.4,NNW,0.1,0.7,0.0,10.0,1.4866714e-09,777.3,4e-08,1880.0,1880.0,3.5e-09,0.000117142857143,759.2,0.004,1880.0,1880.0,0.00035,0.000767142857143,0.0025,738.5,930.4,0.0,0.0,,,,,,0.323
2020-05-17 06:45:00,57,42.6,1010.5,70.9,307.7,NW,0.0,0.1,0.0,15.0,7.787571e-10,759.5,1e-08,1857.0,1885.0,4e-09,8.14285714286e-05,810.8,0.001,1857.0,1885.0,0.0004,0.000738571428571,0.0025,723.1,918.4,0.0,0.0,,,,,,0.323
2020-05-17 07:00:00,58,43.3,1010.6,71.1,319.8,NW,0.2,1.5,0.0,35.0,4.727143e-10,724.1,6e-09,1877.0,1877.0,6e-09,5e-05,759.9,0.0008,1857.0,1884.0,0.0006,0.000621428571429,0.0024,749.4,918.4,0.0,0.0,4.5,167.0,143.0,132.0,442.0,0.722
2020-05-17 07:15:00,59,44.1,1010.6,70.5,241.2,WSW,0.2,1.6,0.0,40.0,5.387e-10,724.0,6e-09,1868.0,1884.0,3e-09,6.14285714286e-05,794.7,0.0008,1881.0,1884.0,0.0003,0.000602857142857,0.0016,703.4,920.8,0.0,0.0,4.5,117.0,108.0,111.0,336.0,0.722
2020-05-17 07:30:00,60,44.8,1010.8,68.9,336.1,NNW,0.2,1.0,0.0,45.0,5.583e-10,759.4,5e-09,1856.0,1879.0,4e-09,0.000101428571429,798.1,0.0032,1880.0,1883.0,0.0013,0.000685714285714,0.0026,718.1,901.6,0.0,0.0,4.5,91.0,102.0,96.0,289.0,0.722
2020-05-17 07:45:00,61,46.0,1010.9,67.6,325.0,NW,0.2,1.5,0.0,85.0,4.614e-10,720.5,6e-09,1854.0,1880.0,4e-09,4.57142857143e-05,775.4,0.0006,1854.0,1880.0,0.0003,0.00066,0.0022,725.3,893.2,0.0,0.0,4.5,51.0,58.0,77.0,186.0,0.722
2020-05-17 08:00:00,62,47.3,1010.9,65.5,326.0,NW,0.2,1.0,0.0,85.0,6.969571e-10,775.5,6e-09,1856.0,1878.0,5e-09,3.42857142857e-05,722.7,0.0006,1841.0,1854.0,0.0005,0.0006,0.0018,724.8,910.0,0.0,0.0,4.5,46.0,34.0,75.0,155.0,1.298
2020-05-17 08:15:00,63,48.7,1010.8,64.5,327.1,NNW,0.1,1.3,0.0,130.0,4.268143e-10,723.7,5e-09,1860.0,1884.0,4e-09,2.14285714286e-05,723.5,0.0005,1860.0,1884.0,0.0004,0.000592857142857,0.0015,754.0,940.0,0.0,0.0,4.5,19.0,23.0,77.0,119.0,1.298
2020-05-17 08:30:00,64,50.5,1010.8,60.0,320.1,NW,0.2,1.2,0.0,155.0,4.760143e-10,775.0,6e-09,1856.0,1876.0,3.98e-10,5e-05,863.7,0.0006,1856.0,1886.0,0.0002,0.000544285714286,0.0015,755.9,922.0,0.0,0.0,4.5,20.0,20.0,58.0,98.0,1.298
2020-05-17 08:45:00,65,51.8,1010.7,57.7,331.5,NNW,0.6,2.7,0.0,145.0,4.144857e-10,740.8,4e-09,1855.0,1876.0,2e-09,2e-05,740.6,0.0004,1855.0,1876.0,0.0002,0.000635714285714,0.0022,740.6,918.4,0.0,0.0,4.5,27.0,29.0,41.0,97.0,1.298
2020-05-17 09:00:00,66,53.2,1010.8,56.3,336.9,NNW,0.4,2.5,0.0,195.0,4.910429e-10,741.3,1e-08,1856.0,1886.0,1e-09,2.71428571429e-05,741.1,0.0006,1867.0,1886.0,0.0001,0.000588571428571,0.0022,738.1,911.2,0.0,0.1,4.5,74.0,69.0,74.0,217.0,1.534
2020-05-17 09:15:00,67,54.3,1010.7,54.0,350.7,NNW,1.0,2.8,0.0,230.0,4.988714e-10,774.5,5e-09,1840.0,1880.0,2e-09,3.85714285714e-05,771.8,0.0006,1878.0,1885.0,0.0001,0.000551428571429,0.0019,741.5,910.0,0.0,0.1,4.5,117.0,98.0,133.0,348.0,1.534
2020-05-17 09:30:00,68,56.3,1010.7,49.7,324.5,NW,0.5,2.1,0.0,250.0,6.811429e-10,806.1,8e-09,1856.0,1886.0,2e-09,3.85714285714e-05,770.1,0.0006,1863.0,1863.0,0.0006,0.00055,0.0013,739.1,918.4,0.1,0.3,4.5,128.0,114.0,61.0,303.0,1.534
2020-05-17 09:45:00,69,59.7,1010.7,48.0,324.1,NW,0.4,2.2,0.0,690.0,4.416e-10,811.4,4e-09,1874.0,1884.0,2e-09,1e-05,722.7,0.0002,1857.0,1872.0,0.0002,0.000544285714286,0.002,750.6,900.4,0.3,0.5,4.5,121.0,118.0,126.0,365.0,1.534
2020-05-17 10:00:00,70,61.0,1010.6,41.7,323.7,NW,0.7,3.3,0.0,395.0,6.204286e-10,776.8,1.3e-08,1880.0,1882.0,1e-09,4.57142857143e-05,793.6,0.0013,1880.0,1880.0,0.0013,0.000611428571429,0.0022,712.2,899.2,0.5,0.8,4.5,69.0,63.0,16.0,148.0,1.799
2020-05-17 10:15:00,71,61.0,1010.6,41.7,359.0,NNW,1.4,3.4,0.0,285.0,4.397286e-10,759.3,4e-09,1861.0,1885.0,6.31e-10,2.57142857143e-05,763.4,0.0004,1861.0,1885.0,0.0001,0.00052,0.0021,715.4,863.2,0.7,0.8,4.5,29.0,44.0,11.0,84.0,1.799
2020-05-17 10:30:00,72,61.0,1010.4,42.3,355.7,NNW,1.4,3.4,0.0,270.0,5.293714e-10,723.7,1.6e-08,1880.0,1880.0,2e-09,3.85714285714e-05,742.1,0.0013,1880.0,1887.0,0.0001,0.000587142857143,0.0023,718.5,883.6,0.7,0.8,4.5,17.0,29.0,1.0,47.0,1.799
2020-05-17 10:45:00,73,62.6,1010.3,38.5,349.1,NNW,1.5,3.9,0.0,330.0,3.634286e-10,719.8,4e-09,1881.0,1881.0,4e-09,1e-05,685.0,0.0003,1880.0,1880.0,0.0003,0.000577142857143,0.0023,705.6,874.0,0.7,0.9,4.5,56.0,73.0,30.0,159.0,1.799
2020-05-17 11:00:00,74,65.1,1010.1,36.9,344.4,NNW,1.3,3.6,0.0,240.0,6.136286e-10,809.7,6e-09,1879.0,1881.0,3e-09,3.57142857143e-05,774.6,0.0005,1873.0,1881.0,0.0003,0.000554285714286,0.0021,705.2,899.2,0.8,1.1,4.5,93.0,110.0,54.0,257.0,2.518
2020-05-17 11:15:00,75,65.3,1010.1,38.5,330.6,NNW,0.4,2.4,0.0,585.0,3.998e-10,776.4,4e-09,1884.0,1884.0,4e-09,0.000475714285714,794.4,0.0316,1880.0,1884.0,0.0004,0.00055,0.0021,695.8,899.2,1.0,1.2,4.5,107.0,108.0,158.0,373.0,2.518
2020-05-17 11:30:00,76,67.5,1010.1,36.7,354.7,NNW,0.8,3.1,0.0,300.0,4.135e-10,740.5,4e-09,1833.0,1869.0,3e-09,2e-05,741.6,0.0003,1869.0,1887.0,0.0002,0.000554285714286,0.0021,667.7,920.8,1.0,1.2,4.5,125.0,124.0,6.0,255.0,2.518
2020-05-17 11:45:00,77,68.0,1010.0,38.4,336.4,NNW,0.6,2.8,0.0,280.0,4.701571e-10,810.2,4e-09,1856.0,1879.0,2e-09,0.000388571428571,793.6,0.0251,1880.0,1880.0,0.00015,0.000541428571429,0.0019,709.9,853.6,1.2,1.4,4.5,90.0,160.0,36.0,286.0,2.518
2020-05-17 12:00:00,78,71.1,1010.0,35.8,345.5,NNW,0.9,3.1,0.0,385.0,3.987143e-10,793.4,4e-09,1842.0,1887.0,5.01e-10,2.28571428571e-05,775.8,0.0004,1842.0,1887.0,0.0001,0.000505714285714,0.002,674.1,842.8,1.3,1.5,4.5,93.0,138.0,197.0,428.0,2.469
2020-05-17 12:15:00,79,73.4,1009.8,34.1,354.6,NNW,0.9,3.1,0.0,370.0,4.251286e-10,755.7,5e-09,1864.0,1883.0,1e-09,3.71428571429e-05,773.4,0.0013,1888.0,1888.0,0.0013,0.000528571428571,0.0025,655.8,844.0,1.5,1.7,4.5,741.0,835.0,522.0,2098.0,2.469
2020-05-17 12:30:00,80,72.9,1009.7,33.9,19.5,NNE,1.1,2.8,0.0,665.0,3.813e-10,759.0,3e-09,1848.0,1884.0,3e-09,2e-05,741.5,0.0003,1884.0,1884.0,0.0003,0.000471428571429,0.0019,631.3,824.8,1.6,1.8,4.5,196.0,266.0,49.0,511.0,2.469
