Time,Record Number,Temperature (F),Pressure (mbar),Humidity (%),Wind Direction (Degrees),Wind Direction (String),Wind Speed (MPH),Wind Gust (MPH),Precipitation (Inches),Shortwave Radiation (W m^(-2)),Avg. RF Watts (W),Avg. RF Watts Frequency (MHz),Peak RF Watts (W),Frequency of RF Watts Peak (MHz),Peak RF Watts Frequency (MHz),Watts of RF Watts Frequency Peak (W),Avg. RF Density (W m^(-2)),Avg. RF Density Frequency (MHz),Peak RF Density (W m^(-2)),Frequency of RF Density Peak (MHz),Peak RF Density Frequency (MHz),Density of RF Density Frequency Peak (W m^(-2)),Avg. Total Density (W m^(-2)),Max Total Density (W m^(-2)),Avg. EF (V/m),Max EF (V/m),Avg. EMF (mG),Max EMF (mG),BeeMonitorID,UpwardMotion,DownwardMotion,LateralMotion,TotalMotion,Shortwave Radiation USU (MJ/m^2)
2020-05-22 10:15:00,13,53.4,1009.4,61.2,354.2,NNW,0.8,2.5,0.0,190.0,3.796e-10,792.3,3e-09,1869.0,1884.0,2.51e-10,1.28571428571e-05,774.7,0.0003,1841.0,1884.0,0.0,0.000904285714286,0.0032,2014.4,2231.2,0.0,0.2,4.14,10.0,5.0,1.0,16.0,1.392
2020-05-22 10:30:00,14,54.3,1009.5,60.8,336.7,NNW,0.5,3.0,0.0,155.0,3.798714e-10,777.7,3e-09,1857.0,1890.0,2.51e-10,2.57142857143e-05,828.5,0.0003,1857.0,1890.0,0.0,0.000901428571429,0.0031,2000.7,2243.2,0.0,0.2,4.14,2.0,8.0,1.0,11.0,1.392
2020-05-22 10:45:00,15,55.0,1009.2,59.4,318.5,NW,0.5,1.9,0.0,180.0,3.724714e-10,760.0,3e-09,1873.0,1881.0,7.94e-10,2.42857142857e-05,795.1,0.0003,1862.0,1881.0,0.0001,0.000835714285714,0.0032,1966.7,2215.6,0.1,0.2,4.14,9.0,16.0,5.0,30.0,1.392
2020-05-22 11:00:00,16,56.7,1008.8,56.4,356.2,NNW,0.8,3.3,0.0,305.0,2.767286e-10,757.2,2e-09,1856.0,1867.0,7.94e-10,1.57142857143e-05,775.1,0.0003,1874.0,1874.0,0.0003,0.00098,0.003,2034.0,2236.0,0.1,0.3,4.14,15.0,19.0,4.0,38.0,1.899
2020-05-22 11:15:00,17,57.9,1008.9,56.4,299.6,WNW,0.6,2.2,0.0,205.0,2.986286e-10,757.8,2e-09,1862.0,1871.0,1e-09,1.42857142857e-05,774.6,0.0002,1862.0,1871.0,0.0001,0.00101,0.003,1963.0,2245.6,0.2,0.4,4.14,13.0,17.0,7.0,37.0,1.899
2020-05-22 11:30:00,18,58.6,1008.8,54.8,256.2,WSW,0.7,3.0,0.0,265.0,7.113429e-10,828.7,2.5e-08,1880.0,1884.0,2e-09,5.42857142857e-05,811.8,0.0025,1880.0,1884.0,0.0002,0.000902857142857,0.003,1962.6,2245.6,0.3,0.5,4.14,3.0,8.0,0.0,11.0,1.899
2020-05-22 11:45:00,19,58.5,1008.9,54.1,271.1,W,0.8,2.7,0.0,250.0,2.705e-10,740.5,1e-09,1847.0,1882.0,1e-09,2.14285714286e-05,810.1,0.0003,1884.0,1884.0,0.0003,0.001061428571429,0.003,1987.6,2245.6,0.4,0.6,4.14,34.0,53.0,5.0,92.0,1.899
2020-05-22 12:00:00,20,58.8,1008.9,54.3,293.5,WNW,0.7,2.1,0.0,230.0,4.323e-10,760.0,8e-09,1885.0,1885.0,8e-09,3.14285714286e-05,760.5,0.0008,1885.0,1885.0,0.0008,0.00099,0.003,2006.4,2245.6,0.4,0.6,4.14,9.0,3.0,2.0,14.0,1.535
2020-05-22 12:15:00,21,59.4,1008.9,53.4,283.3,WNW,0.5,3.7,0.0,270.0,3.442571e-10,760.2,3e-09,1882.0,1884.0,1e-09,1.28571428571e-05,777.0,0.0002,1866.0,1887.0,0.0001,0.000982857142857,0.0042,2006.5,2245.6,0.5,0.7,4.14,15.0,10.0,9.0,34.0,1.535
2020-05-22 12:30:00,22,61.7,1008.4,51.6,323.0,NW,0.3,2.5,0.0,390.0,3.174429e-10,794.2,2e-09,1876.0,1886.0,6.31e-10,1.71428571429e-05,811.0,0.0002,1876.0,1886.0,0.0001,0.000934285714286,0.003,1986.7,2245.6,0.6,0.8,4.14,131.0,117.0,32.0,280.0,1.535
2020-05-22 12:45:00,23,64.0,1008.1,48.5,335.2,NNW,0.8,2.7,0.0,355.0,2.875143e-10,791.6,1e-09,1836.0,1881.0,7.94e-10,1.14285714286e-05,774.9,0.0001,1839.0,1881.0,0.0001,0.00086,0.0028,2005.5,2245.6,0.7,0.9,4.14,772.0,798.0,300.0,1870.0,1.535
2020-05-22 13:00:00,24,65.3,1007.7,46.9,335.0,NNW,1.1,4.8,0.0,620.0,2.964789e-10,809.0,2e-09,1881.0,1886.0,7.94e-10,1.69014084507e-05,826.6,0.0002,1881.0,1886.0,0.0001,0.000898591549296,0.0029,2000.9,2262.4,0.9,1.0,4.14,1060.0,1033.0,385.0,2478.0,0.997
2020-05-22 13:15:00,25,64.9,1007.5,43.5,357.4,NNW,1.1,3.7,0.0,280.0,2.612958e-10,757.1,1e-09,1843.0,1884.0,7.94e-10,8.4507042254e-06,739.9,0.0001,1856.0,1870.0,0.0001,0.001022535211268,0.0029,2031.5,2264.8,1.0,1.1,4.14,38.0,32.0,15.0,85.0,0.997
2020-05-22 13:30:00,26,66.0,1007.5,44.2,274.7,W,0.4,2.1,0.0,320.0,3.340845e-10,774.6,2e-09,1886.0,1886.0,2e-09,1.83098591549e-05,792.0,0.0002,1886.0,1886.0,0.0002,0.000861971830986,0.0028,1999.3,2249.2,1.0,1.3,4.14,73.0,86.0,10.0,169.0,0.997
2020-05-22 13:45:00,27,66.7,1007.4,44.5,238.8,WSW,0.5,2.4,0.0,290.0,2.451549e-10,739.1,1e-09,1864.0,1886.0,6.31e-10,1.69014084507e-05,790.6,0.0004,1880.0,1886.0,0.0001,0.001019718309859,0.0047,1982.7,2262.4,1.2,1.5,4.14,16.0,20.0,7.0,43.0,0.997
2020-05-22 14:00:00,28,66.0,1007.7,44.7,249.0,WSW,1.0,3.0,0.0,210.0,3.291268e-10,791.8,3e-09,1883.0,1883.0,3e-09,1.40845070423e-05,739.8,0.0003,1883.0,1883.0,0.0003,0.000988732394366,0.0028,2001.8,2245.6,1.2,1.5,4.14,483.0,498.0,208.0,1189.0,1.345
2020-05-22 14:15:00,29,64.4,1007.6,41.7,248.4,WSW,1.4,3.4,0.0,180.0,2.893429e-10,758.8,2e-09,1868.0,1882.0,7.94e-10,1.28571428571e-05,776.3,0.0002,1868.0,1882.0,0.0001,0.000941428571429,0.0028,1966.9,2245.6,1.1,1.5,4.14,12.0,13.0,6.0,31.0,1.345
2020-05-22 14:30:00,30,64.2,1007.5,41.0,244.6,WSW,1.1,3.6,0.0,150.0,4.039143e-10,793.8,8e-09,1881.0,1884.0,1e-09,2.28571428571e-05,793.3,0.0008,1881.0,1884.0,0.0001,0.000631428571429,0.0027,1993.1,2234.8,1.0,1.4,4.14,2.0,2.0,0.0,4.0,1.345
2020-05-22 14:45:00,31,62.8,1007.7,37.5,225.9,SW,1.0,2.2,0.0,135.0,2.579e-10,755.7,1e-09,1856.0,1886.0,7.94e-10,8.5714285714e-06,738.9,0.0001,1881.0,1886.0,0.0001,0.000854285714286,0.0028,1943.3,2174.8,1.0,1.2,4.14,72.0,69.0,14.0,155.0,1.345
2020-05-22 15:00:00,32,63.3,1007.6,41.9,260.2,W,0.4,2.2,0.0,185.0,2.821143e-10,740.3,2e-09,1842.0,1884.0,2e-09,1e-05,758.2,0.0002,1842.0,1884.0,0.0002,0.00083,0.0028,1957.9,2207.2,0.9,1.2,4.14,20.0,14.0,8.0,42.0,1.048
2020-05-22 15:15:00,33,63.1,1007.3,36.5,320.8,NW,0.8,4.0,0.0,185.0,2.439429e-10,687.9,2e-09,1833.0,1862.0,2e-09,1.14285714286e-05,741.1,0.0002,1871.0,1879.0,0.0002,0.000781428571429,0.0027,1905.6,2168.8,0.9,1.1,4.14,177.0,165.0,33.0,375.0,1.048
2020-05-22 15:30:00,34,63.5,1007.0,37.0,11.6,NNE,0.4,2.8,0.0,220.0,3.139286e-10,759.0,3e-09,1851.0,1888.0,3.98e-10,1.85714285714e-05,793.5,0.0003,1851.0,1886.0,0.0001,0.000934285714286,0.0028,1907.1,2186.8,0.9,1.1,4.14,57.0,47.0,8.0,112.0,1.048
2020-05-22 15:45:00,35,63.7,1006.7,35.7,313.3,NW,1.1,3.7,0.0,220.0,3.172429e-10,741.1,3e-09,1847.0,1875.0,1e-09,1.42857142857e-05,776.9,0.0002,1870.0,1881.0,0.0001,0.000767142857143,0.0029,1928.5,2168.8,0.9,1.1,4.14,159.0,120.0,61.0,340.0,1.048
2020-05-22 16:00:00,36,64.9,1006.8,34.0,270.7,W,2.0,4.3,0.0,295.0,2.680282e-10,756.8,2e-09,1862.0,1886.0,6.31e-10,1.12676056338e-05,756.9,0.0002,1862.0,1886.0,0.0001,0.000739436619718,0.0028,1886.9,2174.8,0.9,1.1,4.14,136.0,119.0,144.0,399.0,0.485
2020-05-22 16:15:00,37,64.9,1006.8,33.4,327.3,NNW,1.3,3.1,0.0,160.0,2.918857e-10,738.2,2e-09,1880.0,1880.0,2e-09,1.85714285714e-05,776.1,0.0004,1883.0,1883.0,0.0004,0.000824285714286,0.0029,1908.3,2168.8,1.0,1.2,4.14,444.0,453.0,258.0,1155.0,0.485
2020-05-22 16:30:00,38,61.0,1006.8,45.1,350.0,NNW,3.9,10.0,0.0,160.0,3.046e-10,724.6,3e-09,1877.0,1881.0,1e-09,8.5714285714e-06,706.4,0.0003,1877.0,1884.0,0.0,0.000954285714286,0.0028,1771.6,2118.4,1.0,1.2,4.14,324.0,319.0,98.0,741.0,0.485
2020-05-22 16:45:00,39,58.1,1007.3,48.3,344.6,NNW,4.6,7.9,0.0,125.0,2.556143e-10,705.2,3e-09,1877.0,1877.0,3e-09,7.1428571429e-06,706.0,0.0002,1880.0,1881.0,0.0001,0.000982857142857,0.0028,1638.5,1897.6,0.8,1.1,4.14,378.0,359.0,214.0,951.0,0.485
2020-05-22 17:00:00,40,56.3,1007.6,52.2,337.3,NNW,4.7,12.8,0.0,120.0,5.938732e-10,757.8,2e-08,1880.0,1885.0,3.98e-10,7.0422535211e-06,705.1,0.0002,1870.0,1886.0,0.0001,0.000439436619718,0.0013,1560.4,1802.8,0.6,0.8,4.14,36.0,51.0,6.0,93.0,0.166
2020-05-22 17:15:00,41,55.8,1007.9,54.0,325.4,NW,2.8,9.5,0.0,105.0,3.405211e-10,773.5,3e-09,1881.0,1881.0,1e-09,1.54929577465e-05,773.1,0.0002,1873.0,1881.0,0.0001,0.000338028169014,0.0012,1521.7,1746.4,0.4,0.6,4.14,243.0,242.0,79.0,564.0,0.166
2020-05-22 17:30:00,42,53.8,1008.5,54.2,324.3,NW,3.9,11.5,0.0,80.0,3.339296e-10,739.8,3e-09,1858.0,1881.0,3.16e-10,1.2676056338e-05,740.2,0.0003,1874.0,1881.0,0.0,0.000381690140845,0.0014,1421.9,1688.8,0.2,0.5,4.14,90.0,98.0,44.0,232.0,0.166
2020-05-22 17:45:00,43,52.3,1008.9,54.9,328.6,NNW,3.8,12.1,0.0,45.0,4.22169e-10,791.4,6e-09,1876.0,1884.0,2e-09,8.4507042254e-06,704.3,0.0003,1868.0,1868.0,0.0003,0.000453521126761,0.0013,1383.4,1612.0,0.1,0.5,4.14,83.0,65.0,65.0,213.0,0.166
2020-05-22 18:00:00,44,50.9,1009.3,60.8,335.4,NNW,4.0,10.9,0.0,90.0,3.462958e-10,722.3,4e-09,1874.0,1874.0,4e-09,1.2676056338e-05,738.6,0.0003,1877.0,1877.0,0.0003,0.000497183098592,0.0015,1354.1,1555.6,0.0,0.2,4.14,412.0,435.0,333.0,1180.0,0.059
2020-05-22 18:15:00,45,50.2,1009.5,63.5,349.1,NNW,3.9,10.4,0.0,20.0,3.706479e-10,722.1,5e-09,1881.0,1881.0,5e-09,6.33802816901e-05,774.5,0.0032,1880.0,1888.0,0.0001,0.000445070422535,0.0013,1299.7,1524.4,0.0,0.1,4.14,116.0,128.0,32.0,276.0,0.059
2020-05-22 18:30:00,46,48.9,1009.8,65.1,349.6,NNW,3.8,11.9,0.0,15.0,7.636901e-10,756.5,3.2e-08,1880.0,1880.0,3.5e-09,6.47887323944e-05,843.3,0.0013,1880.0,1884.0,0.0013,0.000423943661972,0.0019,1296.3,1513.6,0.0,0.0,4.14,7.0,4.0,4.0,15.0,0.059
2020-05-22 18:45:00,47,47.5,1010.3,68.1,356.4,NNW,4.4,10.6,0.0,10.0,4.028169e-10,774.2,3e-09,1877.0,1886.0,2e-09,7.0422535211e-06,687.4,0.0003,1867.0,1867.0,0.0003,0.000454929577465,0.0011,1241.4,1477.6,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.059
2020-05-22 19:00:00,48,46.2,1010.5,70.3,351.4,NNW,3.7,10.3,0.0,10.0,6.887746e-10,843.0,6e-09,1884.0,1884.0,6e-09,4.22535211268e-05,791.2,0.0006,1884.0,1884.0,0.0006,0.000392957746479,0.0011,1217.2,1436.8,0.0,0.0,4.14,11.0,7.0,0.0,18.0,0.013
2020-05-22 19:15:00,49,45.3,1010.6,69.5,351.6,NNW,4.8,13.7,0.0,10.0,5.907887e-10,830.0,1e-08,1880.0,1885.0,7.94e-10,2.67605633803e-05,774.3,0.0004,1873.0,1885.0,0.0001,0.000381690140845,0.0011,1220.3,1417.6,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.013
2020-05-22 19:30:00,50,44.6,1010.8,71.2,359.5,NNW,4.3,9.5,0.0,0.0,3.885915e-10,740.6,4e-09,1858.0,1887.0,1e-09,1.83098591549e-05,739.7,0.0004,1884.0,1886.0,0.0003,0.000504225352113,0.0011,1181.4,1400.8,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.013
2020-05-22 19:45:00,51,44.2,1011.0,72.6,335.8,NNW,2.6,7.3,0.0,5.0,4.922394e-10,826.2,5e-09,1881.0,1883.0,1e-09,3.23943661972e-05,809.7,0.0005,1881.0,1883.0,0.0001,0.000404225352113,0.0012,1224.9,1496.8,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.013
2020-05-22 20:00:00,52,43.5,1011.3,73.2,337.8,NNW,3.1,6.9,0.0,0.0,3.887324e-10,725.6,4e-09,1879.0,1880.0,3e-09,1.83098591549e-05,723.2,0.0004,1879.0,1885.0,0.0004,0.000442253521127,0.0016,1216.6,1439.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 20:15:00,53,42.8,1011.4,74.6,342.4,NNW,3.0,7.5,0.0,5.0,4.342394e-10,792.3,5e-09,1870.0,1886.0,2e-09,2.67605633803e-05,775.4,0.0005,1870.0,1886.0,0.0002,0.000377464788732,0.0012,1232.2,1439.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 20:30:00,54,42.3,1011.5,76.1,341.2,NNW,2.4,7.6,0.0,0.0,4.511127e-10,758.8,5e-09,1864.0,1883.0,2e-09,1.69014084507e-05,724.0,0.0005,1864.0,1876.0,0.0001,0.00046338028169,0.0012,1216.5,1439.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 20:45:00,55,41.9,1011.5,76.9,327.6,NNW,1.0,4.3,0.0,0.0,2.600986e-10,671.8,3e-09,1869.0,1874.0,2e-09,2.39436619718e-05,774.2,0.0005,1882.0,1882.0,0.0005,0.000522535211268,0.0012,1260.9,1481.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 21:00:00,56,41.5,1011.7,78.1,324.7,NW,0.9,4.6,0.0,0.0,5.856056e-10,757.9,1.3e-08,1883.0,1884.0,5e-09,2.39436619718e-05,741.5,0.0005,1881.0,1881.0,0.0005,0.000550704225352,0.0012,1311.1,1554.4,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 21:15:00,57,41.4,1011.8,77.8,318.4,NW,0.3,2.2,0.0,0.0,4.582394e-10,775.1,5e-09,1880.0,1884.0,3e-09,3.0985915493e-05,775.5,0.0005,1880.0,1884.0,0.0003,0.000402816901409,0.0012,1344.6,1631.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 21:30:00,58,41.0,1011.9,81.4,313.3,NW,0.6,2.1,0.0,0.0,8.419014e-10,741.9,3.2e-08,1880.0,1880.0,2.5e-09,1.40845070423e-05,724.5,0.0004,1880.0,1887.0,0.0,0.000556338028169,0.0015,1891.1,2226.4,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 21:45:00,59,40.6,1012.1,82.6,296.9,WNW,0.1,1.0,0.0,0.0,5.841268e-10,844.5,8e-09,1880.0,1885.0,2e-09,3.66197183099e-05,793.3,0.0008,1880.0,1885.0,0.0002,0.000477464788732,0.0016,2001.2,2243.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 22:00:00,60,40.5,1012.5,85.0,323.7,NW,0.2,2.2,0.011,0.0,6.359014e-10,809.8,2.5e-08,1879.0,1879.0,2.5e-08,4.92957746479e-05,810.1,0.0025,1879.0,1879.0,0.0025,0.000581690140845,0.0032,2004.2,2243.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,
2020-05-22 22:15:00,61,40.5,1012.7,86.0,301.5,WNW,0.1,1.0,0.033,0.0,3.422286e-10,833.2,2e-09,1871.0,1879.0,6.31e-10,1.71428571429e-05,815.5,0.0002,1871.0,1879.0,0.0001,0.000774285714286,0.0032,2024.7,2248.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,
2020-05-22 22:30:00,62,40.3,1012.7,86.2,315.9,NW,0.0,0.7,0.055,0.0,3.411143e-10,812.0,2e-09,1879.0,1881.0,1e-09,1.14285714286e-05,758.8,0.0002,1876.0,1881.0,0.0001,0.001215714285714,0.0038,2009.5,2233.6,0.0,0.0,4.14,0.0,0.0,0.0,0.0,
2020-05-22 22:45:00,63,40.1,1012.6,87.1,318.2,NW,0.0,0.4,0.066,0.0,2.399286e-10,742.8,1e-09,1877.0,1879.0,6.31e-10,7.1428571429e-06,741.8,0.0001,1877.0,1877.0,0.0001,0.001288571428571,0.0039,2025.1,2243.2,0.0,0.0,4.14,0.0,0.0,0.0,0.0,
2020-05-22 23:00:00,64,39.7,1012.6,87.4,323.2,NW,0.0,0.4,0.077,0.0,2.482571e-10,762.2,1e-09,1871.0,1880.0,7.94e-10,7.1428571429e-06,779.5,0.0001,1868.0,1880.0,0.0001,0.001432857142857,0.0039,2014.0,2234.8,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 23:15:00,65,39.4,1012.4,87.9,0.0,N,0.0,0.3,0.077,0.0,2.330286e-10,689.8,2e-09,1882.0,1882.0,2e-09,2.8571428571e-06,707.6,0.0001,1839.0,1881.0,0.0001,0.001341428571429,0.0039,2029.5,2246.8,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 23:30:00,66,39.4,1012.3,88.2,0.0,N,0.0,0.0,0.077,0.0,2.544857e-10,708.6,2e-09,1881.0,1881.0,2e-09,1.14285714286e-05,761.1,0.0002,1881.0,1887.0,0.0001,0.001274285714286,0.004,1997.3,2245.6,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-22 23:45:00,67,39.7,1012.1,88.8,345.5,NNW,0.0,0.3,0.077,5.0,2.381268e-10,740.8,1e-09,1866.0,1881.0,7.94e-10,8.4507042254e-06,741.0,0.0001,1851.0,1881.0,0.0001,0.001432142857143,0.0041,2012.8,2245.6,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
2020-05-23 00:00:00,68,39.7,1012.0,89.0,350.6,NNW,0.0,0.3,0.088,20.0,2.520571e-10,761.4,1e-09,1886.0,1886.0,1e-09,1e-05,779.2,0.0001,1886.0,1886.0,0.0001,0.00159,0.0042,2009.3,2246.8,0.0,0.0,,,,,,0.0
2020-05-23 00:15:00,69,39.9,1011.6,89.3,358.2,NNW,0.0,0.1,0.0,10.0,2.459857e-10,725.7,1e-09,1881.0,1884.0,7.94e-10,7.1428571429e-06,725.5,0.0001,1858.0,1884.0,0.0001,0.001597142857143,0.0042,2005.3,2245.6,0.0,0.0,,,,,,0.0
2020-05-23 00:30:00,70,39.9,1011.5,89.4,314.7,NW,0.0,0.0,0.011,0.0,2.922286e-10,779.1,3e-09,1880.0,1881.0,5.01e-10,3.71428571429e-05,814.3,0.0016,1880.0,1888.0,0.0002,0.001595714285714,0.0042,2003.6,2234.8,0.0,0.0,,,,,,0.0
2020-05-23 00:45:00,71,39.9,1011.4,89.6,315.0,NW,0.0,0.0,0.011,0.0,2.273286e-10,724.0,2e-09,1880.0,1881.0,2e-10,2.8571428571e-06,741.6,0.0001,1852.0,1872.0,0.0001,0.0015513581488931,0.0042,2047.4,2245.6,0.0,0.0,,,,,,0.0
2020-05-23 01:00:00,72,39.9,1011.4,90.1,314.4,NW,0.0,0.7,0.011,0.0,2.031e-10,690.0,5.01e-10,1878.0,1880.0,3.98e-10,1.4285714286e-06,690.0,0.0001,1878.0,1880.0,0.0,0.0015070020120723,0.00425,2002.2,2245.6,0.0,0.0,,,,,,0.0
2020-05-23 01:15:00,73,40.1,1011.6,90.2,248.8,WSW,0.1,1.0,0.011,0.0,2.398571e-10,689.5,2e-09,1873.0,1875.0,7.94e-10,2.8571428571e-06,671.8,0.0002,1873.0,1873.0,0.0002,0.0014626458752515,0.0043,2034.1,2245.6,0.0,0.0,,,,,,0.0
2020-05-23 01:30:00,74,39.9,1011.4,90.2,234.9,SW,0.0,0.0,0.022,0.0,2.436857e-10,709.1,2e-09,1877.0,1881.0,1e-09,4.2857142857e-06,692.0,0.0002,1877.0,1881.0,0.0,0.0014182897384306,0.0043,2022.8,2243.2,0.0,0.0,,,,,,0.0
2020-05-23 01:45:00,75,39.7,1011.3,90.4,234.2,SW,0.0,0.4,0.033,0.0,1.964507e-10,654.2,3.98e-10,1831.0,1831.0,3.98e-10,4.2253521127e-06,758.3,0.0001,1863.0,1879.0,0.0001,0.0013739336016098,0.0044,2018.6,2245.6,0.0,0.0,,,,,,0.0
2020-05-23 02:00:00,76,39.7,1011.4,90.6,240.8,WSW,0.0,0.3,0.033,0.0,2.168592e-10,706.0,7.94e-10,1879.0,1879.0,7.94e-10,5.6338028169e-06,723.0,0.0001,1868.0,1879.0,0.0001,0.001329577464789,0.0042,2012.3,2245.6,0.0,0.0,,,,,,0.0
